Suburb,Address,Date,Type,Bedroom2,Bathroom,Car,Price,Distance,Landsize,Lattitude,Postcode,Regionname
Meadow Heights,13 Allendale Ct,2017-07-15,house,3.0,1.0,1.0,520000.0,17.4,631.0,-37.66004,3048.0,Northern Metropolitan
Heidelberg Heights,13 Altona St,2016-08-22,house,4.0,1.0,2.0,856000.0,10.5,722.0,-37.7477,3081.0,Eastern Metropolitan
Greenvale,13 Ambleside Rd,2017-06-24,house,3.0,2.0,2.0,770000.0,20.4,775.0,-37.64385,3059.0,Northern Metropolitan
Croydon North,13 Ambon Ri,2017-10-14,house,,,,740000.0,23.0,,,3136.0,Eastern Metropolitan
Northcote,13 Andrew St,2016-04-16,house,3.0,1.0,1.0,1900000.0,5.5,522.0,-37.7752,3070.0,Northern Metropolitan
Epping,13 Anglers Dr,2017-07-22,house,4.0,2.0,2.0,600000.0,19.6,500.0,-37.62756,3076.0,Northern Metropolitan
Kew,13 Annadale St,2016-09-03,house,3.0,1.0,2.0,1635000.0,5.6,396.0,-37.8102,3101.0,Southern Metropolitan
Mulgrave,13 Anora Cr,2018-03-10,house,4.0,1.0,3.0,845000.0,18.8,650.0,-37.92092,3170.0,South-Eastern Metropolitan
Lower Plenty,13 Anthony Cl,2017-07-01,house,5.0,2.0,2.0,880000.0,14.6,725.0,-37.72399,3093.0,Eastern Metropolitan
Taylors Lakes,13 Apollo Rd,2017-07-29,house,3.0,1.0,2.0,685000.0,15.5,678.0,-37.70892,3038.0,Western Metropolitan
Kilsyth,13 Arnold St,2017-10-07,house,3.0,2.0,2.0,701500.0,26.0,,-37.80913,3137.0,Eastern Metropolitan
Craigieburn,13 Aston St,2017-07-01,house,4.0,2.0,2.0,665000.0,20.6,756.0,-37.58885,3064.0,Northern Metropolitan
Scoresby,13 Avril St,2018-02-17,house,3.0,2.0,2.0,927000.0,22.2,718.0,-37.89789,3179.0,Eastern Metropolitan
Mernda,13 Balfour Dr,2018-03-03,house,3.0,2.0,2.0,606000.0,25.9,376.0,-37.59781,3754.0,Northern Metropolitan
Hoppers Crossing,13 Banksia Cr,2017-10-28,house,3.0,1.0,3.0,500000.0,18.4,650.0,-37.86045,3029.0,Western Metropolitan
Richmond,13 Barkly Av,2018-03-03,house,3.0,1.0,,1405000.0,2.4,203.0,-37.82933,3121.0,Northern Metropolitan
Clayton South,13 Barringun Cr,2017-06-03,house,,,,840000.0,17.5,,,3169.0,South-Eastern Metropolitan
West Footscray,13 Barton St,2018-02-24,house,4.0,1.0,3.0,1096000.0,6.4,368.0,-37.79152,3012.0,Western Metropolitan
Epping,13 Baystone Rd,2018-02-24,house,3.0,1.0,2.0,585000.0,19.6,572.0,-37.64763,3076.0,Northern Metropolitan
Wantirna South,13 Bells Ct,2017-12-09,house,4.0,2.0,2.0,1050000.0,14.7,,-37.88715,3152.0,Eastern Metropolitan
Yarraville,13 Benbow St,2016-09-03,house,3.0,2.0,1.0,1000000.0,7.0,448.0,-37.8228,3013.0,Western Metropolitan
Bentleigh East,13 Benina St,2017-12-09,townhouse,2.0,2.0,2.0,850000.0,13.8,,-37.92384,3165.0,Southern Metropolitan
Balwyn North,13 Bernard St,2016-08-22,house,3.0,2.0,2.0,1600000.0,9.2,760.0,-37.7867,3104.0,Southern Metropolitan
Aspendale Gardens,13 Bianca Dr,2017-09-09,house,3.0,2.0,1.0,880000.0,21.5,588.0,-38.01909,3195.0,South-Eastern Metropolitan
Bulleen,13 Birrarrung Ct,2016-09-24,house,4.0,2.0,2.0,1475000.0,11.8,617.0,-37.7569,3105.0,Eastern Metropolitan
Brunswick,13 Blair St,2017-05-27,house,2.0,1.0,1.0,860000.0,5.2,245.0,-37.77111,3056.0,Northern Metropolitan
Beaumaris,13 Bodley St,2017-05-27,house,4.0,3.0,2.0,2200000.0,17.3,704.0,-37.99035,3193.0,Southern Metropolitan
Springvale,13 Boonah St,2017-07-08,house,3.0,1.0,2.0,1016000.0,20.8,572.0,-37.95612,3171.0,South-Eastern Metropolitan
Hoppers Crossing,13 Bordeaux Dr,2017-08-26,house,3.0,2.0,2.0,505000.0,18.4,,-37.8562,3029.0,Western Metropolitan
Prahran,13 Bowen St,2017-09-03,house,2.0,1.0,0.0,1400000.0,4.6,212.0,-37.85491,3181.0,Southern Metropolitan
Maribyrnong,13 Bream St,2017-11-18,house,5.0,2.0,2.0,1725000.0,4.3,474.0,-37.7634,3032.0,Western Metropolitan
Ascot Vale,13 Brisbane St,2017-09-23,townhouse,3.0,2.0,1.0,1130000.0,4.3,231.0,-37.77373,3032.0,Western Metropolitan
Fawkner,13 Brockley Rd,2016-05-28,house,4.0,2.0,2.0,1010000.0,12.4,607.0,-37.716,3060.0,Northern Metropolitan
Bentleigh East,13 Brooks St,2016-12-10,townhouse,4.0,3.0,1.0,1060000.0,13.9,313.0,-37.9164,3165.0,Southern Metropolitan
Toorak,13 Bruce St,2016-11-19,house,3.0,2.0,1.0,1900000.0,4.6,268.0,-37.8369,3142.0,Southern Metropolitan
Taylors Lakes,13 Bruxner Wy,2017-08-19,house,3.0,2.0,2.0,600000.0,15.5,,-37.6911,3038.0,Western Metropolitan
Keilor,13 Buckland Cr,2018-02-17,house,3.0,2.0,2.0,656000.0,14.5,551.0,-37.72162,3036.0,Western Metropolitan
Maidstone,13 Burns St,2016-08-28,house,3.0,1.0,3.0,865000.0,9.2,381.0,-37.7874,3012.0,Western Metropolitan
Yarraville,13 Burns St,2018-02-24,house,4.0,1.0,3.0,1480000.0,6.3,593.0,-37.81053,3013.0,Western Metropolitan
Kings Park,13 Camelia St,2017-05-27,house,5.0,2.0,3.0,520000.0,14.0,545.0,-37.7323,3021.0,Western Metropolitan
Port Melbourne,13 Canberra Pde,2016-05-07,house,3.0,2.0,1.0,1421000.0,3.8,215.0,-37.8393,3207.0,Southern Metropolitan
Sunshine,13 Cannon St,2016-11-19,house,3.0,1.0,1.0,605000.0,12.6,462.0,-37.7969,3020.0,Western Metropolitan
Ringwood North,13 Cantala Cr,2017-12-09,house,4.0,2.0,2.0,870000.0,19.9,,-37.79894,3134.0,Eastern Metropolitan
Blackburn North,13 Caroline Cr,2017-05-27,house,,,,1190000.0,13.4,,,3130.0,Eastern Metropolitan
Clifton Hill,13 Caroline St,2016-11-07,house,3.0,1.0,0.0,1060000.0,3.4,193.0,-37.7899,3068.0,Northern Metropolitan
Coburg,13 Carron St,2017-03-18,townhouse,2.0,1.0,1.0,635000.0,7.8,97.0,-37.7516,3058.0,Northern Metropolitan
Epping,13 Cascade Cr,2017-09-09,house,4.0,2.0,2.0,640500.0,19.6,,-37.62688,3076.0,Northern Metropolitan
Deer Park,13 Cavendish Dr,2017-07-08,house,3.0,1.0,2.0,557000.0,14.8,539.0,-37.76545,3023.0,Western Metropolitan
Maribyrnong,13 Cedar Dr,2017-08-12,house,3.0,2.0,2.0,1200000.0,4.3,352.0,-37.77413,3032.0,Western Metropolitan
Sunshine,13 Centre St,2017-10-28,house,3.0,1.0,1.0,1000000.0,10.5,,-37.78621,3020.0,Western Metropolitan
Northcote,13 Charles St,2018-02-24,house,2.0,1.0,1.0,1050000.0,5.3,199.0,-37.77649,3070.0,Northern Metropolitan
Bundoora,13 Cher Av,2017-08-12,townhouse,4.0,2.0,1.0,685000.0,12.1,287.0,-37.69382,3083.0,Northern Metropolitan
Glenroy,13 Cherwell Av,2016-11-07,house,,,,665000.0,13.0,,,3046.0,Northern Metropolitan
South Melbourne,13 Church St,2016-12-10,house,,,,2250000.0,2.1,,-37.8363,3205.0,Southern Metropolitan
Murrumbeena,13 Churchill Cl,2017-06-03,house,3.0,2.0,2.0,1256000.0,10.1,335.0,-37.90423,3163.0,Southern Metropolitan
Bentleigh East,13 Claronga St,2016-06-04,house,3.0,1.0,2.0,885000.0,13.9,565.0,-37.9262,3165.0,Southern Metropolitan
Reservoir,13 Clements Gr,2016-10-15,house,2.0,2.0,2.0,635000.0,11.2,654.0,-37.7134,3073.0,Northern Metropolitan
Taylors Lakes,13 Clifton Ct,2018-02-17,house,,,,861000.0,15.5,,,3038.0,Western Metropolitan
Reservoir,13 Clingin St,2018-03-03,house,3.0,1.0,1.0,840000.0,12.0,643.0,-37.72921,3073.0,Northern Metropolitan
Reservoir,13 Clinnick St,2017-08-12,house,3.0,1.0,2.0,935000.0,12.0,529.0,-37.72017,3073.0,Northern Metropolitan
Point Cook,13 Cloudy Cr,2018-02-17,house,3.0,2.0,2.0,695000.0,14.7,413.0,-37.89869,3030.0,Western Metropolitan
Glenroy,13 Clovelly Av,2017-10-14,house,3.0,1.0,3.0,795000.0,11.2,,-37.70505,3046.0,Northern Metropolitan
Highett,13 Cloyne St,2018-02-24,house,3.0,1.0,1.0,1280000.0,16.0,643.0,-37.95408,3190.0,Southern Metropolitan
Craigieburn,13 Cockatiel Cct,2018-02-03,house,3.0,2.0,2.0,560000.0,20.6,400.0,-37.57452,3064.0,Northern Metropolitan
Templestowe,13 Coleridge Ct,2017-08-26,house,6.0,3.0,3.0,1868000.0,15.5,,-37.7672,3106.0,Eastern Metropolitan
Balwyn North,13 Corby St,2018-02-24,house,3.0,1.0,2.0,1800000.0,9.7,676.0,-37.79162,3104.0,Southern Metropolitan
Avondale Heights,13 Cortina Pl,2017-10-07,house,4.0,2.0,3.0,1100000.0,9.5,648.0,-37.75167,3034.0,Western Metropolitan
Avondale Heights,13 Cortina Pl,2017-11-11,house,4.0,2.0,3.0,1030000.0,9.5,648.0,-37.7517,3034.0,Western Metropolitan
Sandringham,13 Cowper St,2017-12-09,house,3.0,2.0,2.0,1761000.0,15.2,511.0,-37.95503,3191.0,Southern Metropolitan
Reservoir,13 Crawley St,2016-10-08,house,4.0,1.0,1.0,1015000.0,11.2,518.0,-37.726,3073.0,Northern Metropolitan
Craigieburn,13 Creighton Wy,2018-03-10,house,4.0,2.0,2.0,613500.0,20.6,584.0,-37.578,3064.0,Northern Metropolitan
Reservoir,13 Crispe St,2017-06-03,house,4.0,2.0,2.0,1100000.0,12.0,665.0,-37.72787,3073.0,Northern Metropolitan
Box Hill,13 Cunningham St,2017-08-26,house,5.0,3.0,2.0,1900000.0,10.9,613.0,-37.82703,3128.0,Eastern Metropolitan
Lalor,13 Curtin Av,2017-10-07,house,3.0,1.0,2.0,779000.0,16.3,722.0,-37.6653,3075.0,Northern Metropolitan
Brunswick West,13 Curtin Av,2018-02-24,house,2.0,1.0,2.0,720000.0,5.2,377.0,-37.75702,3055.0,Northern Metropolitan
Elwood,13 Cyril St,2017-05-20,house,5.0,2.0,1.0,2275000.0,7.7,399.0,-37.8777,3184.0,Southern Metropolitan
Fairfield,13 Darling St,2017-06-03,house,3.0,1.0,2.0,1200000.0,5.7,440.0,-37.77558,3078.0,Northern Metropolitan
Richmond,13 Darlington Pde,2017-10-14,house,2.0,1.0,,1270000.0,2.4,170.0,-37.82074,3121.0,Northern Metropolitan
Keysborough,13 Daylily Dr,2017-11-11,house,4.0,2.0,2.0,885000.0,25.2,511.0,-38.0029,3173.0,South-Eastern Metropolitan
Bentleigh East,13 Delma St,2017-04-29,house,3.0,1.0,2.0,1510000.0,13.9,689.0,-37.9317,3165.0,Southern Metropolitan
Fawkner,13 Denys St,2017-12-09,house,3.0,1.0,1.0,730000.0,13.1,634.0,-37.70133,3060.0,Northern Metropolitan
Altona Meadows,13 Dillon Ct,2018-02-17,house,4.0,2.0,2.0,783000.0,15.5,489.0,-37.87536,3028.0,Western Metropolitan
Mount Waverley,13 Dorgan St,2018-01-06,house,2.0,2.0,1.0,1240000.0,14.2,,-37.87769,3149.0,Eastern Metropolitan
Hoppers Crossing,13 Doris Dr,2018-02-17,house,4.0,2.0,0.0,571000.0,18.4,531.0,-37.87477,3029.0,Western Metropolitan
Murrumbeena,13 Doris St,2018-03-03,house,3.0,1.0,1.0,1405000.0,10.1,656.0,-37.90033,3163.0,Southern Metropolitan
Dingley Village,13 Dorrington Ct,2017-06-24,house,3.0,2.0,1.0,801000.0,22.2,526.0,-37.98217,3172.0,South-Eastern Metropolitan
Clarinda,13 Dyer Ct,2017-08-19,house,5.0,2.0,2.0,883300.0,17.5,402.0,-37.94452,3169.0,South-Eastern Metropolitan
Mernda,13 Eaglehawk Dr,2017-11-11,house,3.0,2.0,2.0,487500.0,25.9,,-37.6066,3754.0,Northern Metropolitan
Heidelberg,13 Edgar St,2016-04-16,house,3.0,1.0,2.0,750000.0,10.6,577.0,-37.7494,3084.0,Eastern Metropolitan
Ashwood,13 Edmonds Av,2017-03-18,house,,,,1250000.0,12.2,,,3147.0,Southern Metropolitan
Port Melbourne,13 Edwards Av,2017-04-29,house,,,,1805000.0,3.8,,,3207.0,Southern Metropolitan
Burwood,13 Elizabeth St,2017-06-24,house,3.0,1.0,1.0,1325000.0,10.4,756.0,-37.85683,3125.0,Southern Metropolitan
Parkdale,13 Ellen St,2017-10-07,house,3.0,2.0,2.0,987000.0,21.5,678.0,-37.99037,3195.0,South-Eastern Metropolitan
Craigieburn,13 Elsternwick Wy,2018-03-17,house,3.0,2.0,2.0,650000.0,20.6,598.0,-37.58572,3064.0,Northern Metropolitan
Bentleigh East,13 Elwyn St,2017-11-25,house,,,,1530000.0,13.8,,,3165.0,Southern Metropolitan
Point Cook,13 Emily Cr,2017-10-28,house,3.0,1.0,2.0,590000.0,14.7,,-37.87831,3030.0,Western Metropolitan
Craigieburn,13 Eveline St,2017-08-19,house,4.0,2.0,2.0,480000.0,20.6,312.0,-37.56857,3064.0,Northern Metropolitan
Mulgrave,13 Excelsior Cct,2017-06-17,house,3.0,2.0,1.0,757500.0,18.8,145.0,-37.93226,3170.0,South-Eastern Metropolitan
Wollert,13 Eynesbury Vw,2017-06-03,house,,,,745000.0,25.5,,,3750.0,Northern Metropolitan
Wollert,13 Eynesbury Vw,2017-10-07,house,,,,782000.0,25.5,,,3750.0,Northern Metropolitan
South Morang,13 Fantail Pl,2018-01-06,house,3.0,2.0,2.0,616000.0,20.5,513.0,-37.65724,3752.0,Northern Metropolitan
Oakleigh South,13 Farm Rd,2016-11-12,house,3.0,1.0,2.0,937500.0,14.7,530.0,-37.9245,3167.0,South-Eastern Metropolitan
Brighton East,13 Ferguson St,2017-10-28,house,4.0,2.0,,1670000.0,10.3,314.0,-37.91062,3187.0,Southern Metropolitan
Craigieburn,13 Fermont Av,2017-11-18,house,4.0,2.0,2.0,583000.0,20.6,400.0,-37.5812,3064.0,Northern Metropolitan
Dandenong North,13 Finsbury Ct,2018-03-03,house,3.0,2.0,2.0,690000.0,24.7,540.0,-37.94455,3175.0,South-Eastern Metropolitan
Richmond,13 Francis St,2017-07-01,house,2.0,1.0,1.0,1165000.0,2.4,149.0,-37.81954,3121.0,Northern Metropolitan
Moorabbin,13 Franklin St,2016-05-22,house,3.0,2.0,1.0,725000.0,14.6,374.0,-37.939,3189.0,Southern Metropolitan
Middle Park,13 Fraser St,2017-12-09,house,2.0,1.0,0.0,1515000.0,3.0,123.0,-37.85508,3206.0,Southern Metropolitan
Preston,13 Garnet St,2016-04-16,house,2.0,1.0,1.0,700000.0,8.8,214.0,-37.7462,3072.0,Northern Metropolitan
Preston,13 George St,2016-08-13,house,2.0,1.0,1.0,722000.0,8.8,400.0,-37.7352,3072.0,Northern Metropolitan
Niddrie,13 George St,2017-05-06,house,3.0,1.0,2.0,960000.0,11.2,626.0,-37.7421,3042.0,Western Metropolitan
Highett,13 George St,2018-03-17,house,4.0,2.0,2.0,1535000.0,16.0,1101.0,-37.9485,3190.0,Southern Metropolitan
Hadfield,13 Gish Ct,2016-04-23,house,5.0,2.0,1.0,800000.0,12.1,808.0,-37.7091,3046.0,Northern Metropolitan
Balwyn North,13 Glenthorn Av,2016-10-15,house,,,,1636000.0,9.2,,,3104.0,Southern Metropolitan
Hillside,13 Glenview Ct,2017-09-23,house,3.0,2.0,2.0,637000.0,18.0,,-37.68019,3037.0,Western Metropolitan
Heidelberg Heights,13 Glover St,2016-11-27,house,3.0,1.0,1.0,550000.0,10.5,420.0,-37.7363,3081.0,Eastern Metropolitan
Coburg North,13 Glyndon Av,2016-11-19,house,,,,830000.0,9.2,,,3058.0,Northern Metropolitan
Brunswick,13 Goodman St,2017-04-22,house,2.0,1.0,0.0,884000.0,5.2,148.0,-37.7731,3056.0,Northern Metropolitan
Essendon,13 Gordon St,2017-07-08,house,3.0,2.0,1.0,1398000.0,7.5,445.0,-37.75621,3040.0,Western Metropolitan
Gowanbrae,13 Gowanbrae Dr,2017-04-29,house,4.0,2.0,3.0,970000.0,13.6,737.0,-37.7088,3043.0,Western Metropolitan
Camberwell,13 Grace St,2016-11-12,house,3.0,1.0,1.0,1622000.0,7.8,544.0,-37.8436,3124.0,Southern Metropolitan
Preston,13 Grampian St,2016-11-27,house,4.0,1.0,3.0,910000.0,8.8,577.0,-37.7344,3072.0,Northern Metropolitan
Clifton Hill,13 Gray St,2017-10-28,house,3.0,1.0,2.0,1740000.0,3.6,,-37.79421,3068.0,Northern Metropolitan
Bentleigh East,13 Greenview Ct,2018-02-17,house,3.0,1.0,2.0,1160000.0,13.8,589.0,-37.93648,3165.0,Southern Metropolitan
Mernda,13 Gridley St,2018-01-06,house,4.0,2.0,3.0,900000.0,25.9,,-37.58696,3754.0,Northern Metropolitan
Albion,13 Gunnedah St,2016-11-27,house,3.0,1.0,2.0,760000.0,13.9,534.0,-37.7789,3020.0,Western Metropolitan
Meadow Heights,13 Haddon Ct,2017-09-23,house,8.0,3.0,1.0,741000.0,17.4,1063.0,-37.65826,3048.0,Northern Metropolitan
Niddrie,13 Haldane Rd,2017-05-06,house,3.0,1.0,2.0,935000.0,11.2,657.0,-37.7356,3042.0,Western Metropolitan
Blackburn,13 Hamilton Av,2017-12-09,house,3.0,2.0,2.0,1050000.0,13.4,353.0,-37.81439,3130.0,Eastern Metropolitan
St Albans,13 Harmon Av,2017-06-17,house,,,,621000.0,14.0,,,3021.0,Western Metropolitan
Northcote,13 Hawthorn Rd,2016-08-13,house,5.0,2.0,1.0,2175000.0,5.5,573.0,-37.7707,3070.0,Northern Metropolitan
Northcote,13 Helen St,2016-10-08,house,4.0,1.0,2.0,1950000.0,5.5,608.0,-37.7731,3070.0,Northern Metropolitan
South Melbourne,13 Henderson St,2017-09-23,townhouse,3.0,2.0,1.0,1800000.0,1.9,,-37.84056,3205.0,Southern Metropolitan
Highett,13 Henry St,2018-02-24,house,3.0,1.0,2.0,1046000.0,16.0,483.0,-37.94726,3190.0,Southern Metropolitan
Camberwell,13 High Rd,2017-10-21,house,4.0,2.0,2.0,2230000.0,7.7,,-37.84427,3124.0,Southern Metropolitan
Oakleigh,13 Hilbert Ct,2017-03-18,house,3.0,1.0,2.0,1033000.0,14.0,548.0,-37.8951,3166.0,Southern Metropolitan
Maribyrnong,13 Hillside Cr,2017-05-13,house,,,,950000.0,8.7,,,3032.0,Western Metropolitan
Bulleen,13 Hillside Rd,2016-05-28,house,2.0,1.0,2.0,1060000.0,11.8,609.0,-37.7762,3105.0,Eastern Metropolitan
Heidelberg,13 Hodgson St,2016-11-12,house,3.0,1.0,2.0,1110000.0,10.6,600.0,-37.752,3084.0,Eastern Metropolitan
Newport,13 Holland Ct,2018-02-24,house,2.0,2.0,2.0,895000.0,6.2,152.0,-37.84792,3015.0,Western Metropolitan
Bentleigh,13 Horsley St,2016-08-22,house,2.0,1.0,2.0,910000.0,13.0,274.0,-37.9178,3204.0,Southern Metropolitan
Niddrie,13 Hotham Rd,2017-04-29,house,3.0,1.0,1.0,1450000.0,11.2,650.0,-37.7368,3042.0,Western Metropolitan
Moonee Ponds,13 Hudson St,2017-09-09,house,3.0,1.0,1.0,1205000.0,6.2,375.0,-37.76464,3039.0,Western Metropolitan
Coburg,13 Industry La,2017-11-11,townhouse,2.0,1.0,1.0,698000.0,6.7,,-37.7367,3058.0,Northern Metropolitan
Sunshine West,13 Ingram Av,2018-02-24,house,3.0,1.0,2.0,580000.0,10.5,745.0,-37.79726,3020.0,Western Metropolitan
Albanvale,13 Isabella Ct,2017-09-09,house,3.0,2.0,2.0,540000.0,14.0,,-37.74874,3021.0,Western Metropolitan
Ringwood,13 James St,2017-12-09,house,5.0,3.0,2.0,1230000.0,19.9,591.0,-37.81795,3134.0,Eastern Metropolitan
Ivanhoe,13 Jellicoe St,2016-05-22,house,3.0,2.0,2.0,1275000.0,7.9,834.0,-37.7587,3079.0,Eastern Metropolitan
Springvale,13 Kallista Rd,2017-07-15,house,3.0,1.0,1.0,760000.0,20.8,593.0,-37.95743,3171.0,South-Eastern Metropolitan
Coburg,13 Kaye Ct,2016-05-28,house,4.0,1.0,1.0,838000.0,7.8,576.0,-37.7369,3058.0,Northern Metropolitan
Broadmeadows,13 Keith Cr,2017-11-25,house,,,,380000.0,14.0,,,3047.0,Northern Metropolitan
Thomastown,13 Kemp Av,2017-07-08,house,3.0,1.0,2.0,610000.0,15.3,544.0,-37.68336,3074.0,Northern Metropolitan
Heathmont,13 Kenbry Rd,2017-10-14,house,4.0,2.0,,880000.0,21.3,,-37.83527,3135.0,Eastern Metropolitan
Oak Park,13 Kiama St,2017-07-01,townhouse,2.0,1.0,1.0,610000.0,11.2,182.0,-37.712,3046.0,Northern Metropolitan
Williamstown,13 Kingshott Cl,2018-02-24,house,5.0,3.0,2.0,2020000.0,6.8,450.0,-37.8618,3016.0,Western Metropolitan
Point Cook,13 Kingsley Av,2017-10-28,house,4.0,2.0,2.0,725000.0,14.7,594.0,-37.88338,3030.0,Western Metropolitan
Doreen,13 Kossatz Tce,2018-02-24,house,4.0,2.0,2.0,670000.0,25.9,687.0,-37.6147,3754.0,Northern Victoria
Hampton,13 Kyarra St,2017-07-15,house,2.0,1.0,2.0,1960000.0,13.8,697.0,-37.94423,3188.0,Southern Metropolitan
Toorak,13 Kyeamba Gr,2017-09-16,house,3.0,1.0,2.0,2076000.0,4.1,302.0,-37.84213,3142.0,Southern Metropolitan
Williamstown,13 Lakeside Pl,2017-07-08,house,,,,1270000.0,6.8,,,3016.0,Western Metropolitan
Hoppers Crossing,13 Lamb Gr,2017-10-28,house,,,,595000.0,18.4,,,3029.0,Western Metropolitan
Surrey Hills,13 Lambourne St,2017-08-19,house,,,,2100000.0,10.2,,,3127.0,Southern Metropolitan
Caulfield South,13 Larch St,2017-10-07,house,,,,1050000.0,8.7,,,3162.0,Southern Metropolitan
Keilor East,13 Lauricella Av,2017-05-13,house,,,,910000.0,12.8,,,3033.0,Western Metropolitan
Caroline Springs,13 Lauricella Pl,2018-02-17,house,,,,587500.0,14.8,,,3023.0,Western Metropolitan
Parkdale,13 Lawborough Av,2017-07-01,house,,,,985000.0,21.5,,,3195.0,South-Eastern Metropolitan
Meadow Heights,13 Leatherwood Gr,2017-10-21,house,3.0,2.0,1.0,512000.0,17.4,559.0,-37.64049,3048.0,Northern Metropolitan
Mernda,13 Leonardo Dr,2017-09-09,house,4.0,2.0,2.0,720000.0,25.9,573.0,-37.60686,3754.0,Northern Metropolitan
Altona,13 Linnet St,2017-04-29,house,3.0,1.0,2.0,1295000.0,13.8,725.0,-37.8678,3018.0,Western Metropolitan
Dingley Village,13 Lobelia Ct,2017-06-17,house,3.0,2.0,2.0,980000.0,22.2,702.0,-37.97658,3172.0,South-Eastern Metropolitan
Mentone,13 Logan Ct,2018-02-24,house,4.0,2.0,2.0,1155000.0,20.0,565.0,-37.97861,3194.0,South-Eastern Metropolitan
Caulfield East,13 Lord St,2017-07-15,house,4.0,2.0,1.0,1550000.0,8.4,642.0,-37.88512,3145.0,Southern Metropolitan
Fawkner,13 Lorne St,2017-09-23,house,4.0,3.0,2.0,800000.0,13.1,308.0,-37.7166,3060.0,Northern Metropolitan
Black Rock,13 Love St,2017-10-28,house,3.0,1.0,2.0,2176000.0,17.3,,-37.96563,3193.0,Southern Metropolitan
Balwyn North,13 Lucifer St,2017-03-11,house,4.0,3.0,2.0,1670000.0,9.2,689.0,-37.7871,3104.0,Southern Metropolitan
Reservoir,13 Lucille Av,2017-09-03,house,4.0,2.0,2.0,900000.0,12.0,,-37.70002,3073.0,Northern Metropolitan
Footscray,13 Lynch St,2016-10-08,house,3.0,1.0,2.0,1290000.0,6.4,411.0,-37.7969,3011.0,Western Metropolitan
Avondale Heights,13 Macey Av,2016-09-03,house,,,,1310000.0,10.5,,,3034.0,Western Metropolitan
Mount Waverley,13 Malcolm Ct,2017-11-11,house,3.0,1.0,1.0,1400000.0,14.2,,-37.8763,3149.0,Eastern Metropolitan
Epping,13 Manley St,2017-07-29,house,3.0,2.0,2.0,500000.0,19.6,321.0,-37.63169,3076.0,Northern Metropolitan
Meadow Heights,13 Manna Ct,2017-09-09,house,3.0,1.0,2.0,473000.0,17.4,501.0,-37.64343,3048.0,Northern Metropolitan
St Albans,13 Mark St,2017-11-11,house,3.0,1.0,2.0,870000.0,14.0,,-37.7413,3021.0,Western Metropolitan
Wollert,13 Markham St,2017-08-19,house,,,,467000.0,25.5,,,3750.0,Northern Metropolitan
Ivanhoe,13 Marshall St,2017-12-09,house,4.0,2.0,2.0,2300000.0,7.8,,-37.7755,3079.0,Eastern Metropolitan
South Melbourne,13 Martin St,2017-05-20,house,3.0,2.0,2.0,1780000.0,2.1,202.0,-37.837,3205.0,Southern Metropolitan
Albion,13 Maylands St,2017-03-18,house,3.0,1.0,1.0,685000.0,13.9,697.0,-37.7765,3020.0,Western Metropolitan
Pascoe Vale,13 Mccracken Av,2017-05-06,house,,,,1290000.0,9.9,,,3044.0,Northern Metropolitan
Fawkner,13 Mcdougall St,2016-08-13,house,2.0,1.0,2.0,619000.0,12.4,640.0,-37.7038,3060.0,Northern Metropolitan
Mitcham,13 Mcghee Av,2017-10-14,house,4.0,2.0,2.0,1451000.0,17.2,,-37.81908,3132.0,Eastern Metropolitan
Richmond,13 Mckay St,2016-10-08,house,3.0,1.0,0.0,1150000.0,2.6,176.0,-37.8116,3121.0,Northern Metropolitan
Roxburgh Park,13 Mckinley Dr,2017-07-29,house,3.0,2.0,3.0,460000.0,20.6,266.0,-37.63544,3064.0,Northern Metropolitan
Templestowe Lower,13 Melaleuca Av,2017-07-29,house,6.0,3.0,2.0,2000000.0,12.4,1054.0,-37.77404,3107.0,Eastern Metropolitan
Mulgrave,13 Merrill St,2017-06-17,house,3.0,1.0,1.0,757000.0,18.8,664.0,-37.92773,3170.0,South-Eastern Metropolitan
Springvale,13 Merton St,2017-11-18,house,,,,697000.0,20.8,,,3171.0,South-Eastern Metropolitan
Hawthorn East,13 Miami St,2018-03-03,house,2.0,1.0,1.0,1570000.0,6.2,360.0,-37.83453,3123.0,Southern Metropolitan
Maribyrnong,13 Middle Rd,2018-02-24,house,3.0,1.0,2.0,1425000.0,4.3,869.0,-37.7682,3032.0,Western Metropolitan
Hampton,13 Mills St,2017-06-24,townhouse,2.0,1.0,1.0,1285000.0,13.8,348.0,-37.93557,3188.0,Southern Metropolitan
Wantirna South,13 Mockridge St,2017-11-11,house,3.0,2.0,3.0,940000.0,14.7,630.0,-37.8852,3152.0,Eastern Metropolitan
Craigieburn,13 Monarch Wy,2017-05-27,house,,,,740000.0,20.6,,,3064.0,Northern Metropolitan
Bulleen,13 Montgomery Pl,2016-08-06,house,3.0,2.0,1.0,990000.0,11.8,585.0,-37.7689,3105.0,Eastern Metropolitan
Mordialloc,13 Montgomery St,2017-09-03,house,2.0,1.0,2.0,1300000.0,21.5,502.0,-38.00663,3195.0,South-Eastern Metropolitan
Templestowe Lower,13 Morang Av,2018-02-17,house,5.0,2.0,2.0,1600000.0,12.4,726.0,-37.75959,3107.0,Eastern Metropolitan
Bulleen,13 Moresby Av,2018-02-24,house,4.0,2.0,1.0,1292000.0,10.8,733.0,-37.77716,3105.0,Eastern Metropolitan
